	Cmb_Num	Cmb_ID	CC_A	CC_B	Cmb_Rare	Res	Res_Rare	BA_0O	BA_1O	BA_2O	BD_0O	BD_1O	BD_2O
	1179,09	91,106	Robot	Strength	3	Metal Golem	2	3	8	10	11	16	18
	1179,091	91,107	Robot	Summertide	3	Far Far Getaway	3	12	15	17	6	9	11
	1179,092	91,108	Robot	Sun	3	Death Ray	4	19	19	22	2	2	5
	1179,093	91,109	Robot	Superhero	3	Transformobot	4	12	12	15	12	12	15
	1179,094	91,111	Robot	Sword	3	Robo Ninja	3	14	17	19	5	8	10
	1179,095	91,112	Robot	The Chosen One	3	Transformobot	4	12	12	15	12	12	15
	1179,096	91,113	Robot	Time	3	D-3000	4	12	12	15	11	11	14
	1179,097	91,114	Robot	Toy	3	Robotic Toy	4	11	11	14	11	11	14
	1179,098	91,116	Robot	Trident	3	Robot Devil	3	11	14	16	7	10	12
	1179,099	91,117	Robot	Turkey Day	3	Robot Turkey	3	12	15	17	8	11	13
	1179,1	91,118	Robot	Turtle	3	Snapping Turtle	3	11	14	16	8	11	13
	1179,101	91,12	Robot	Underground	3	Golden Construct	4	14	14	17	10	10	13
	1179,102	91,121	Robot	Underwater	3	Laser Shark	4	18	18	21	6	6	9
	1179,103	91,123	Robot	Vehicle	3	Transformobot	4	12	12	15	12	12	15
	1179,104	91,124	Robot	Viking	3	Adrift In Space	4	17	17	20	7	7	10
	1179,105	91,125	Robot	Villain	3	Alphatron	4	13	13	16	11	11	14
	1179,106	91,127	Robot	War	3	D-3000	4	12	12	15	11	11	14
	1179,107	91,128	Robot	Water	3	Hydrabot	3	14	17	19	9	12	14
	1179,108	91,129	Robot	Water Serpent	3	Hydrabot	3	14	17	19	9	12	14
	1179,109	91,13	Robot	Wealth	3	Golden Construct	4	14	14	17	10	10	13
	1179,11	91,131	Robot	Weapon	3	Jaeger	4	15	15	18	10	10	13
	1179,111	91,132	Robot	Werewolf	3	K-9000	4	16	16	19	8	8	11
	1179,112	91,133	Robot	Jungle	3	Raptorbot	4	15	15	18	7	7	10
	1179,113	91,135	Robot	Wings	3	Robot Turkey	3	12	15	17	8	11	13
	1179,114	91,136	Robot	Wintertide	3	Ornamental Pickle	4	12	12	15	9	9	12
	1179,115	91,137	Robot	Wizard	3	Magicianbot	3	10	13	15	10	13	15
	1179,116	91,139	Robot	Wolf	3	Cyberwolf	4	12	12	15	9	9	12
	1185,079	92,094	Rodent	Royalty	3	Candy King Chin	4	15	15	18	9	9	12
	1185,08	92,095	Rodent	Sci-Fi	3	Chin Trooper	4	13	13	16	8	8	11
	1185,081	92,096	Rodent	Science	3	Genius and Insane	3	14	17	19	5	8	10
	1185,082	92,097	Rodent	Shrine	3	Evomon	4	15	15	18	7	7	10
	1185,083	92,098	Rodent	Sidekick	3	Rat Chef	3	9	12	14	9	12	14
	1185,084	92,101	Rodent	Space	3	Chin Trooper	4	13	13	16	8	8	11
	1185,085	92,102	Rodent	Speed	3	Swift the Chin	3	13	16	18	5	8	10
	1185,086	92,103	Rodent	Spirit	3	Rat Reaper	4	15	15	18	9	9	12
	1185,087	92,104	Rodent	Sports	3	Solar Slam	4	17	17	20	7	7	10
	1185,088	92,105	Rodent	Spy	3	The Mole	3	2	5	7	16	19	21
	1185,089	92,106	Rodent	Strength	3	Mouse Hero	4	13	13	16	11	11	14
	1185,09	92,107	Rodent	Summertide	3	The Great Outdoors	4	16	16	19	10	10	13
	1185,091	92,108	Rodent	Sun	3	The Mole King	4	14	14	17	10	10	13
	1185,092	92,109	Rodent	Superhero	3	Mouse Hero	4	13	13	16	11	11	14
	1185,093	92,11	Rodent	Sweets	3	Candy King Chin	4	15	15	18	9	9	12
	1185,094	92,111	Rodent	Sword	3	Ninchilla	3	11	14	16	6	9	11
	1185,095	92,112	Rodent	The Chosen One	3	Pikamon	4	15	15	18	8	8	11
	1185,096	92,113	Rodent	Time	3	Groundhog	3	12	15	17	5	8	10
	1185,097	92,114	Rodent	Toy	3	Stuffed Plushie	3	8	11	13	10	13	15
	1185,098	92,115	Rodent	Tree	3	Beaver	3	5	8	10	10	13	15
	1185,099	92,116	Rodent	Trident	3	Poisonous Porcupine	4	13	13	16	8	8	11
	1185,1	92,117	Rodent	Turkey Day	3	Pilgrim Chin	4	12	12	15	10	10	13
	1185,101	92,118	Rodent	Turtle	3	Sensei Rat	4	16	16	19	7	7	10
	1185,102	92,119	Rodent	Undead	3	Zombie Chipmunk	4	12	12	15	10	10	13
	1185,103	92,12	Rodent	Underground	3	Groundhog	3	12	15	17	5	8	10
	1185,104	92,121	Rodent	Underwater	3	Chin Cousteau	4	5	5	8	16	16	19
	1185,105	92,122	Rodent	Vampire	3	Vampchilla	3	9	12	14	5	8	10
	1185,106	92,124	Rodent	Viking	3	Ratatoskr	4	17	17	20	8	8	11
	1185,107	92,125	Rodent	Villain	3	Genius and Insane	3	14	17	19	5	8	10
	1185,108	92,126	Rodent	Void	3	Pied Piper	4	17	17	20	8	8	11
	1185,109	92,127	Rodent	War	3	Chinchilla Knight	3	8	11	13	9	12	14
	1185,11	92,128	Rodent	Water	3	Beaver	3	5	8	10	10	13	15
	1185,111	92,129	Rodent	Water Serpent	3	Beaver	3	5	8	10	10	13	15
	1185,112	92,131	Rodent	Weapon	3	Poisonous Porcupine	4	13	13	16	8	8	11
	1185,113	92,133	Rodent	Jungle	3	Flying Squirrel	3	11	14	16	5	8	10
	1185,114	92,134	Rodent	Wind	3	Flying Squirrel	3	11	14	16	5	8	10
	1185,115	92,135	Rodent	Wings	3	Flying Squirrel	3	11	14	16	5	8	10
	1185,116	92,136	Rodent	Wintertide	3	Chudolph the Braindeer	4	15	15	18	10	10	13
	1185,117	92,137	Rodent	Wizard	3	Wiz's Apprentice	2	8	13	15	3	8	10
	1185,118	92,138	Rodent	Wizarding School	3	Transmutation	3	14	17	19	4	7	9
	1187,081	93,094	Royal Game	Royalty	3	Northern King	4	14	14	17	9	9	12
	1187,082	93,096	Royal Game	Science	3	Head Scholar	3	0	3	5	16	19	21
	1187,083	93,097	Royal Game	Shrine	3	The Deranged King	4	12	12	15	11	11	14
	1187,084	93,098	Royal Game	Sidekick	3	King Killer	4	12	12	15	11	11	14
	1187,085	93,099	Royal Game	Sleep	3	Ice Zombie King	4	14	14	17	7	7	10
	1187,086	93,1	Royal Game	Snake	3	Poisonous Prince	4	20	20	23	3	3	6
	1187,087	93,101	Royal Game	Space	3	Meteorite Sword	4	15	15	18	7	7	10
	1187,088	93,102	Royal Game	Speed	3	Poisonous Prince	4	20	20	23	3	3	6
	1187,089	93,104	Royal Game	Sports	3	Card Soldiers	4	18	18	21	5	5	8
	1187,09	93,105	Royal Game	Spy	3	Whispering Spymaster	4	16	16	19	6	6	9
	1187,091	93,106	Royal Game	Strength	3	Cranky Knight	4	15	15	18	10	10	13
	1187,092	93,107	Royal Game	Summertide	3	Sandcastle Siege	3	2	5	7	15	18	20
	1187,093	93,108	Royal Game	Sun	3	Meteorite Sword	4	15	15	18	7	7	10
	1187,094	93,111	Royal Game	Sword	3	Meteorite Sword	4	15	15	18	7	7	10
	1187,095	93,112	Royal Game	The Chosen One	3	Northern King	4	14	14	17	9	9	12
	1187,096	93,113	Royal Game	Time	3	Four Eyed Raven	3	3	6	8	15	18	20
	1187,097	93,115	Royal Game	Tree	3	Forestfolk	3	12	15	17	8	11	13
	1187,098	93,116	Royal Game	Trident	3	Ice Zombie King	4	14	14	17	7	7	10
	1187,099	93,117	Royal Game	Turkey Day	3	Harvest	4	13	13	16	10	10	13
	1187,1	93,118	Royal Game	Turtle	3	Stonescale	4	8	8	11	16	16	19
	1187,101	93,119	Royal Game	Undead	3	Wight	3	8	11	13	8	11	13
	1187,102	93,12	Royal Game	Underground	3	Dragon Fire	4	20	20	23	3	3	6
	1187,103	93,121	Royal Game	Underwater	3	Crazy Pirate King	3	13	16	18	4	7	9
	1187,104	93,123	Royal Game	Vehicle	3	Dragon Mother	4	13	13	16	11	11	14
	1187,105	93,124	Royal Game	Viking	3	Dragon-Friend	4	10	10	13	14	14	17
	1187,106	93,125	Royal Game	Villain	3	Ice Zombie King	4	14	14	17	7	7	10
	1187,107	93,126	Royal Game	Void	3	Ice Zombie King	4	14	14	17	7	7	10
	1187,108	93,127	Royal Game	War	3	Fat King	4	18	18	21	6	6	9
	1187,109	93,128	Royal Game	Water	3	Lady Revenant	3	15	18	20	0	3	5
	1187,11	93,129	Royal Game	Water Serpent	3	Crazy Pirate King	3	13	16	18	4	7	9
	1187,111	93,13	Royal Game	Wealth	3	King Killer	4	12	12	15	11	11	14
	1187,112	93,131	Royal Game	Weapon	3	Meteorite Sword	4	15	15	18	7	7	10
	1187,113	93,132	Royal Game	Werewolf	3	Wolf Battering Ram	3	18	21	23	0	3	5
	1187,114	93,133	Royal Game	Jungle	3	Forestfolk	3	12	15	17	8	11	13
	1187,115	93,134	Royal Game	Wind	3	Ice Zombie King	4	14	14	17	7	7	10
	1187,116	93,135	Royal Game	Wings	3	Dragon Mother	4	13	13	16	11	11	14
	1187,117	93,136	Royal Game	Wintertide	3	Horn of Winter	3	15	18	20	3	6	8
	1187,118	93,137	Royal Game	Wizard	3	Blue Witch	3	11	14	16	7	10	12
	1187,119	93,138	Royal Game	Wizarding School	3	Head Scholar	3	0	3	5	16	19	21
	1187,12	93,139	Royal Game	Wolf	3	Dire Wolf	2	8	13	15	3	8	10
	1188,086	94,094	Royalty	Royalty	3	Outlandish Royalty	4	15	15	18	6	6	9
	1188,087	94,095	Royalty	Sci-Fi	3	Rebel Space Princess	4	12	12	15	10	10	13
	1188,088	94,096	Royalty	Science	3	Robot King	4	13	13	16	11	11	14
	1188,089	94,097	Royalty	Shrine	3	Majestic Miko	4	15	15	18	10	10	13
	1188,09	94,099	Royalty	Sleep	3	Sleeping Princess	3	4	7	9	11	14	16
	1188,091	94,1	Royalty	Snake	3	Poisonous Prince	4	20	20	23	3	3	6
	1188,092	94,101	Royalty	Space	3	Rebel Space Princess	4	12	12	15	10	10	13
	1188,093	94,102	Royalty	Speed	3	Poisonous Prince	4	20	20	23	3	3	6
	1188,094	94,104	Royalty	Sports	3	Queen of Hearts	4	15	15	18	8	8	11
	1188,095	94,105	Royalty	Spy	3	Majestic Agent	4	19	19	22	6	6	9
	1188,096	94,106	Royalty	Strength	3	Thor	3	9	12	14	9	12	14
	1188,097	94,107	Royalty	Summertide	3	Sandcastle Siege	3	2	5	7	15	18	20
	1188,098	94,108	Royalty	Sun	3	Rapunzel	3	12	15	17	6	9	11
	1188,099	94,109	Royalty	Superhero	3	Panther Hero	4	17	17	20	8	8	11
	1188,1	94,11	Royalty	Sweets	3	Candy Princess	3	5	8	10	14	17	19
	1188,101	94,111	Royalty	Sword	3	Excalibur	3	13	16	18	4	7	9
	1188,102	94,112	Royalty	The Chosen One	3	Swarm Queen	3	12	15	17	6	9	11
	1188,103	94,113	Royalty	Time	3	Persian Royalty	4	13	13	16	8	8	11
	1188,104	94,114	Royalty	Toy	3	Princess	3	10	13	15	10	13	15
	1188,105	94,116	Royalty	Trident	3	Mermaid King	3	4	7	9	15	18	20
	1188,106	94,117	Royalty	Turkey Day	3	Turkey	3	9	12	14	8	11	13
	1188,107	94,118	Royalty	Turtle	3	Turtle King	4	19	19	22	6	6	9
	1188,108	94,119	Royalty	Undead	3	The Bone King	4	18	18	21	6	6	9
	1188,109	94,12	Royalty	Underground	3	The Mole King	4	14	14	17	10	10	13
	1188,11	94,121	Royalty	Underwater	3	Mermaid King	3	4	7	9	15	18	20
	1188,111	94,122	Royalty	Vampire	3	Vampire Queen	3	12	15	17	6	9	11
	1188,112	94,123	Royalty	Vehicle	3	Pumpkin Carriage	3	13	16	18	5	8	10
	1188,113	94,124	Royalty	Viking	3	Draugr Jarl	3	17	20	22	3	6	8
	1188,114	94,125	Royalty	Villain	3	Evil Queen	3	10	13	15	5	8	10
	1188,115	94,126	Royalty	Void	3	Swarm Queen	3	12	15	17	6	9	11
	1188,116	94,127	Royalty	War	3	The Bone King	4	18	18	21	6	6	9
	1188,117	94,128	Royalty	Water	3	Mermaid King	3	4	7	9	15	18	20
	1188,118	94,129	Royalty	Water Serpent	3	Dragon Princess	4	7	7	10	14	14	17
	1188,119	94,13	Royalty	Wealth	3	King Midas	3	12	15	17	7	10	12
	1188,12	94,131	Royalty	Weapon	3	Sword Prince	3	12	15	17	7	10	12
	1188,121	94,132	Royalty	Werewolf	3	Lycan King	4	16	16	19	8	8	11
	1188,122	94,133	Royalty	Jungle	3	Outlandish Royalty	4	15	15	18	6	6	9
	1188,123	94,134	Royalty	Wind	3	Wraith	4	17	17	20	3	3	6
	1188,124	94,135	Royalty	Wings	3	Queen Bee	4	14	14	17	7	7	10
	1188,125	94,136	Royalty	Wintertide	3	Ice King	4	8	8	11	13	13	16
	1188,126	94,137	Royalty	Wizard	3	Ice King	4	8	8	11	13	13	16
	1188,127	94,138	Royalty	Wizarding School	3	Half-blood Professor	3	11	14	16	8	11	13
	1188,128	94,139	Royalty	Wolf	3	Northern King	4	14	14	17	9	9	12
	1210,09	95,095	Sci-Fi	Sci-Fi	3	Sharkstorm	4	14	14	17	9	9	12
	1210,091	95,096	Sci-Fi	Science	3	Dark Matter	2	10	15	17	4	9	11
	1210,092	95,097	Sci-Fi	Shrine	3	Ancient Technology	4	4	4	7	19	19	22
	1210,093	95,098	Sci-Fi	Sidekick	3	Hairy Smuggler	4	15	15	18	10	10	13
	1210,094	95,099	Sci-Fi	Sleep	3	Hacker Hero	3	12	15	17	7	10	12
	1210,095	95,1	Sci-Fi	Snake	3	Grabbers	1	3	10	12	4	11	13
	1210,096	95,101	Sci-Fi	Space	3	Alien	4	15	15	18	8	8	11
	1210,097	95,102	Sci-Fi	Speed	3	Hacker Hero	3	12	15	17	7	10	12
	1210,098	95,103	Sci-Fi	Spirit	3	Invisible Dude	3	10	13	15	8	11	13
	1210,099	95,104	Sci-Fi	Sports	3	Electronic Sports	3	4	7	9	16	19	21
	1210,1	95,105	Sci-Fi	Spy	3	Alphabetic Inventor	4	14	14	17	10	10	13
	1210,101	95,106	Sci-Fi	Strength	3	Death Ray	4	19	19	22	2	2	5
	1210,102	95,107	Sci-Fi	Summertide	3	Far Far Getaway	3	12	15	17	6	9	11
	1210,103	95,108	Sci-Fi	Sun	3	Death Ray	4	19	19	22	2	2	5
	1210,104	95,109	Sci-Fi	Superhero	3	Hacker Hero	3	12	15	17	7	10	12
	1210,105	95,11	Sci-Fi	Sweets	3	Fluff Puff	4	3	3	6	18	18	21
	1210,106	95,111	Sci-Fi	Sword	3	Laser Sword	3	13	16	18	3	6	8
	1210,107	95,112	Sci-Fi	The Chosen One	3	Hacker Hero	3	12	15	17	7	10	12
	1210,108	95,113	Sci-Fi	Time	3	Time Machine	4	13	13	16	9	9	12
	1210,109	95,114	Sci-Fi	Toy	3	Robotic Toy	4	11	11	14	11	11	14
	1210,11	95,115	Sci-Fi	Tree	3	Killer Plant	1	5	12	14	2	9	11
	1210,111	95,116	Sci-Fi	Trident	3	Robot Devil	3	11	14	16	7	10	12
	1210,112	95,117	Sci-Fi	Turkey Day	3	Robot Turkey	3	12	15	17	8	11	13
	1210,113	95,118	Sci-Fi	Turtle	3	Primeval Turtle	4	14	14	17	10	10	13
	1210,114	95,119	Sci-Fi	Undead	3	Space Zombie	3	15	18	20	5	8	10
	1210,115	95,12	Sci-Fi	Underground	3	Grabbers	1	3	10	12	4	11	13
	1210,116	95,121	Sci-Fi	Underwater	3	Atlantis	4	12	12	15	12	12	15
	1210,117	95,122	Sci-Fi	Vampire	3	Crying Angel	4	14	14	17	9	9	12
	1210,118	95,123	Sci-Fi	Vehicle	3	Time Machine	4	13	13	16	9	9	12
	1210,119	95,124	Sci-Fi	Viking	3	Adrift In Space	4	17	17	20	7	7	10
	1210,12	95,125	Sci-Fi	Villain	3	Dark Space Lord	4	16	16	19	9	9	12
	1210,121	95,126	Sci-Fi	Void	3	Wormhole	4	11	11	14	11	11	14
	1210,122	95,127	Sci-Fi	War	3	Battle Prodigy	4	14	14	17	8	8	11
	1210,123	95,128	Sci-Fi	Water	3	The Ooze	3	12	15	17	5	8	10
	1210,124	95,129	Sci-Fi	Water Serpent	3	Xenomorph	4	14	14	17	7	7	10
	1210,125	95,13	Sci-Fi	Wealth	3	Alien Mob Boss	4	14	14	17	11	11	14
	1210,126	95,131	Sci-Fi	Weapon	3	Death Ray	4	19	19	22	2	2	5
	1210,127	95,132	Sci-Fi	Werewolf	3	Dr. Savage	4	10	10	13	11	11	14
	1210,128	95,133	Sci-Fi	Jungle	3	Dino Park	4	14	14	17	10	10	13
	1210,129	95,134	Sci-Fi	Wind	3	Sharkstorm	4	14	14	17	9	9	12
	1210,13	95,135	Sci-Fi	Wings	3	Space Moth	4	14	14	17	11	11	14
	1210,131	95,136	Sci-Fi	Wintertide	3	Ornamental Pickle	4	12	12	15	9	9	12
	1210,132	95,137	Sci-Fi	Wizard	3	Dr. What	4	10	10	13	10	10	13
	1210,133	95,139	Sci-Fi	Wolf	3	Werewolf	1	3	10	12	2	9	11
	1211,088	96,097	Science	Shrine	3	Chemistry Set	4	17	17	20	6	6	9
	1211,089	96,098	Science	Sidekick	3	Flux Inventor	3	10	13	15	10	13	15
	1211,09	96,099	Science	Sleep	3	Cryosleep	4	15	15	18	9	9	12
	1211,091	96,1	Science	Snake	3	General Viper	4	9	9	12	11	11	14
	1211,092	96,101	Science	Space	3	Einstein	4	15	15	18	6	6	9
	1211,093	96,102	Science	Speed	3	Lightspeed	3	15	18	20	1	4	6
	1211,094	96,103	Science	Spirit	3	Ghost Trapper	4	16	16	19	9	9	12
	1211,095	96,104	Science	Sports	3	Electronic Sports	3	4	7	9	16	19	21
	1211,096	96,105	Science	Spy	3	Alphabetic Inventor	4	14	14	17	10	10	13
	1211,097	96,106	Science	Strength	3	Dr. Savage	4	10	10	13	11	11	14
	1211,098	96,107	Science	Summertide	3	Last Day of School	4	11	11	14	11	11	14
	1211,099	96,108	Science	Sun	3	Death Ray	4	19	19	22	2	2	5
	1211,1	96,109	Science	Superhero	3	Lieutenant USA	4	10	10	13	14	14	17
	1211,101	96,11	Science	Sweets	3	Confectioner Will	3	6	9	11	10	13	15
	1211,102	96,111	Science	Sword	3	Laser Sword	3	13	16	18	3	6	8
	1211,103	96,112	Science	The Chosen One	3	Ultimate Soldier	4	13	13	16	12	12	15
	1211,104	96,113	Science	Time	3	D-3000	4	12	12	15	11	11	14
	1211,105	96,114	Science	Toy	3	Chemistry Set	4	17	17	20	6	6	9
	1211,106	96,116	Science	Trident	3	Spork of Doom	4	16	16	19	7	7	10
	1211,107	96,117	Science	Turkey Day	3	Robot Turkey	3	12	15	17	8	11	13
	1211,108	96,118	Science	Turtle	3	Racing Tortoise	3	13	16	18	7	10	12
	1211,109	96,119	Science	Undead	3	Frankenstein	4	8	8	11	14	14	17
	1211,11	96,12	Science	Underground	3	Bomb Shelter	4	0	0	3	23	23	26
	1211,111	96,121	Science	Underwater	3	Chin Cousteau	4	5	5	8	16	16	19
	1211,112	96,122	Science	Vampire	3	Bloodlust	3	12	15	17	7	10	12
	1211,113	96,123	Science	Vehicle	3	Time Machine	4	13	13	16	9	9	12
	1211,114	96,124	Science	Viking	3	Adrift In Space	4	17	17	20	7	7	10
	1211,115	96,125	Science	Villain	3	Alphatron	4	13	13	16	11	11	14
	1211,116	96,126	Science	Void	3	Dark Matter	2	10	15	17	4	9	11
	1211,117	96,127	Science	War	3	Ultimate Soldier	4	13	13	16	12	12	15
	1211,118	96,128	Science	Water	3	Chin Cousteau	4	5	5	8	16	16	19
	1211,119	96,129	Science	Water Serpent	3	Hydrabot	3	14	17	19	9	12	14
	1211,12	96,13	Science	Wealth	3	Steel Hero	3	7	10	12	9	12	14
	1211,121	96,131	Science	Weapon	3	Mind Control Device	4	17	17	20	6	6	9
	1211,122	96,132	Science	Werewolf	3	Dr. Savage	4	10	10	13	11	11	14
	1211,123	96,133	Science	Jungle	3	Dr. Savage	4	10	10	13	11	11	14
	1211,124	96,135	Science	Wings	3	Jet Fighter	1	7	14	16	4	11	13
	1211,125	96,136	Science	Wintertide	3	Ornamental Pickle	4	12	12	15	9	9	12
	1211,126	96,137	Science	Wizard	3	Dr. What	4	10	10	13	10	10	13
	1211,127	96,139	Science	Wolf	3	Dire Wolf	2	8	13	15	3	8	10
	1244,09	97,098	Shrine	Sidekick	3	Evomon	4	15	15	18	7	7	10
	1244,091	97,099	Shrine	Sleep	3	Cryosleep	4	15	15	18	9	9	12
	1244,092	97,1	Shrine	Snake	3	Doom Temple	3	15	18	20	4	7	9
	1244,093	97,101	Shrine	Space	3	Stone Effigy	3	10	13	15	7	10	12
	1244,094	97,103	Shrine	Spirit	3	Sakura Spirits	4	9	9	12	12	12	15
	1244,095	97,104	Shrine	Sports	3	Competitive Eater	4	15	15	18	9	9	12
	1244,096	97,105	Shrine	Spy	3	Secret Lair	4	0	0	3	22	22	25
	1244,097	97,106	Shrine	Strength	3	Monk	3	12	15	17	6	9	11
	1244,098	97,107	Shrine	Summertide	3	Olympian Games	4	16	16	19	6	6	9
	1244,099	97,108	Shrine	Sun	3	Amaterasu	4	19	19	22	5	5	8
	1244,1	97,109	Shrine	Superhero	3	Majestic Miko	4	15	15	18	10	10	13
	1244,101	97,11	Shrine	Sweets	3	Festival Feast	3	5	8	10	10	13	15
	1244,102	97,111	Shrine	Sword	3	Excalibur	3	13	16	18	4	7	9
	1244,103	97,112	Shrine	The Chosen One	3	Majestic Miko	4	15	15	18	10	10	13
	1244,104	97,113	Shrine	Time	3	Three Fates	4	13	13	16	10	10	13
	1244,105	97,114	Shrine	Toy	3	Wishing Mallet	3	9	12	14	9	12	14
	1244,106	97,115	Shrine	Tree	3	Bonsai	4	15	15	18	9	9	12
	1244,107	97,116	Shrine	Trident	3	Three Fates	4	13	13	16	10	10	13
	1244,108	97,117	Shrine	Turkey Day	3	Festival Feast	3	5	8	10	10	13	15
	1244,109	97,118	Shrine	Turtle	3	Kappa	4	14	14	17	11	11	14
	1244,11	97,119	Shrine	Undead	3	Veined Castle	4	16	16	19	8	8	11
	1244,111	97,12	Shrine	Underground	3	Egyptian Tomb	3	15	18	20	2	5	7
	1244,112	97,121	Shrine	Underwater	3	Atlantis	4	12	12	15	12	12	15
	1244,113	97,122	Shrine	Vampire	3	Veined Castle	4	16	16	19	8	8	11
	1244,114	97,124	Shrine	Viking	3	Disco Viking	3	15	18	20	1	4	6
	1244,115	97,125	Shrine	Villain	3	Veined Castle	4	16	16	19	8	8	11
	1244,116	97,127	Shrine	War	3	Terracotta Army	4	5	5	8	18	18	21
	1244,117	97,128	Shrine	Water	3	Atlantis	4	12	12	15	12	12	15
	1244,118	97,129	Shrine	Water Serpent	3	Doom Temple	3	15	18	20	4	7	9
	1244,119	97,13	Shrine	Wealth	3	Shrinemasons	3	15	18	20	1	4	6
	1244,12	97,131	Shrine	Weapon	3	Monk	3	12	15	17	6	9	11
	1244,121	97,132	Shrine	Werewolf	3	Amaterasu	4	19	19	22	5	5	8
	1244,122	97,133	Shrine	Jungle	3	Doom Temple	3	15	18	20	4	7	9
	1244,123	97,134	Shrine	Wind	3	Majestic Miko	4	15	15	18	10	10	13
	1244,124	97,135	Shrine	Wings	3	Majestic Miko	4	15	15	18	10	10	13
	1244,125	97,136	Shrine	Wintertide	3	Stone Hearth	4	3	3	6	20	20	23
	1244,126	97,137	Shrine	Wizard	3	Magpyre Maiden	3	13	16	18	7	10	12
	1244,127	97,138	Shrine	Wizarding School	3	Magpyre Maiden	3	13	16	18	7	10	12
	1244,128	97,139	Shrine	Wolf	3	Amaterasu	4	19	19	22	5	5	8
	1248,089	98,098	Sidekick	Sidekick	3	Villain Groupies	4	12	12	15	12	12	15
	1248,09	98,099	Sidekick	Sleep	3	Winter Assassin	3	13	16	18	7	10	12
	1248,091	98,1	Sidekick	Snake	3	Water Dragon	4	13	13	16	11	11	14
	1248,092	98,101	Sidekick	Space	3	Hairy Smuggler	4	15	15	18	10	10	13
	1248,093	98,102	Sidekick	Speed	3	Surfer Dude	4	17	17	20	8	8	11
	1248,094	98,103	Sidekick	Spirit	3	Oozer	4	16	16	19	8	8	11
	1248,095	98,104	Sidekick	Sports	3	Surfer Dude	4	17	17	20	8	8	11
	1248,096	98,105	Sidekick	Spy	3	Cold-Blooded Lackeys	4	17	17	20	7	7	10
	1248,097	98,106	Sidekick	Strength	3	Merry John	3	13	16	18	5	8	10
	1248,098	98,108	Sidekick	Sun	3	Planet	3	5	8	10	12	15	17
	1248,099	98,109	Sidekick	Superhero	3	Barrel Gorilla Jr	4	15	15	18	7	7	10
	1248,1	98,11	Sidekick	Sweets	3	Musical Workers	3	12	15	17	7	10	12
	1248,101	98,111	Sidekick	Sword	3	Sir Lancelot	3	9	12	14	10	13	15
	1248,102	98,112	Sidekick	The Chosen One	3	Dark Space Lord	4	16	16	19	9	9	12
	1248,103	98,113	Sidekick	Time	3	Flux Inventor	3	10	13	15	10	13	15
	1248,104	98,114	Sidekick	Toy	3	Ball Companion	3	10	13	15	5	8	10
	1248,105	98,115	Sidekick	Tree	3	Ali-Ent	4	18	18	21	7	7	10
	1248,106	98,117	Sidekick	Turkey Day	3	Black Friday	4	13	13	16	12	12	15
	1248,107	98,118	Sidekick	Turtle	3	Bubbles	4	4	4	7	18	18	21
	1248,108	98,119	Sidekick	Undead	3	Igor	4	13	13	16	10	10	13
	1248,109	98,121	Sidekick	Underwater	3	Bastion	3	12	15	17	8	11	13
	1248,11	98,123	Sidekick	Vehicle	3	Night Dragon	3	13	16	18	6	9	11
	1248,111	98,124	Sidekick	Viking	3	Dragon-Friend	4	10	10	13	14	14	17
	1248,112	98,125	Sidekick	Villain	3	Jester Sidekick	4	17	17	20	6	6	9
	1248,113	98,126	Sidekick	Void	3	Night Dragon	3	13	16	18	6	9	11
	1248,114	98,127	Sidekick	War	3	Winter Assassin	3	13	16	18	7	10	12
	1248,115	98,128	Sidekick	Water	3	Bubbles	4	4	4	7	18	18	21
	1248,116	98,129	Sidekick	Water Serpent	3	Water Dragon	4	13	13	16	11	11	14
	1248,117	98,13	Sidekick	Wealth	3	Merry John	3	13	16	18	5	8	10
	1248,118	98,131	Sidekick	Weapon	3	Winter Assassin	3	13	16	18	7	10	12
	1248,119	98,132	Sidekick	Werewolf	3	Gray Wolf Knight	3	15	18	20	4	7	9
	1248,12	98,133	Sidekick	Jungle	3	Pantor	3	15	18	20	1	4	6
	1248,121	98,134	Sidekick	Wind	3	Genie	4	9	9	12	14	14	17
	1248,122	98,135	Sidekick	Wings	3	Flight Deck Fairy	3	2	5	7	15	18	20
	1248,123	98,136	Sidekick	Wintertide	3	Ice Explorers	3	14	17	19	4	7	9
	1248,124	98,137	Sidekick	Wizard	3	Wiz's Apprentice	2	8	13	15	3	8	10
	1248,125	98,138	Sidekick	Wizarding School	3	Nerdy Wizard	4	13	13	16	12	12	15
	1248,126	98,139	Sidekick	Wolf	3	Northern King	4	14	14	17	9	9	12
	1265,084	99,101	Sleep	Space	3	Cryosleep	4	15	15	18	9	9	12
	1265,085	99,102	Sleep	Speed	3	Cat Nap	4	16	16	19	8	8	11
	1265,086	99,103	Sleep	Spirit	3	Bogeyman	4	18	18	21	5	5	8
	1265,087	99,104	Sleep	Sports	3	Sleepwalker	3	15	18	20	4	7	9
	1265,088	99,105	Sleep	Spy	3	Wi-Fi Psychic	4	18	18	21	6	6	9
	1265,089	99,106	Sleep	Strength	3	Snoring Monster	4	13	13	16	10	10	13
	1265,09	99,107	Sleep	Summertide	3	Midsummer Dream	3	16	19	21	3	6	8
	1265,091	99,108	Sleep	Sun	3	Moon	3	4	7	9	5	8	10
	1265,092	99,109	Sleep	Superhero	3	Hacker Hero	3	12	15	17	7	10	12
